id,date,home_team,home_team_score,visit_team,visit_team_score
400278000,2013-12-07,Oklahoma City,114,Los Angeles Lakers,108
400278017,2013-12-09,Los Angeles Lakers,110,Utah,117
400278025,2013-12-11,Cleveland,100,Los Angeles Lakers,94
400278046,2013-12-14,Washington,96,Los Angeles Lakers,102
400278084,2013-12-18,Los Angeles Lakers,101,Charlotte,100
400278139,2013-12-26,Denver,126,Los Angeles Lakers,114
400278155,2013-12-28,Los Angeles Lakers,104,Portland,87
400278223,2013-01-06,Los Angeles Lakers,105,Denver,112
400278234,2013-01-08,Houston,125,Los Angeles Lakers,112
400278242,2013-01-09,San Antonio,108,Los Angeles Lakers,105
400278259,2013-01-11,Los Angeles Lakers,101,Oklahoma City,116
400278275,2013-01-13,Los Angeles Lakers,113,Cleveland,93
400278289,2013-01-15,Los Angeles Lakers,104,Milwaukee,88
400278303,2013-01-17,Los Angeles Lakers,90,Miami,99
400278332,2013-01-21,Chicago,95,Los Angeles Lakers,83
400278341,2013-01-23,Memphis,106,Los Angeles Lakers,93
400278361,2013-01-25,Los Angeles Lakers,102,Utah,84
400278373,2013-01-27,Los Angeles Lakers,105,Oklahoma City,96
400278389,2013-01-29,Los Angeles Lakers,111,New Orleans,106
400278401,2013-01-30,Phoenix,92,Los Angeles Lakers,86
400278415,2013-02-01,Minnesota,100,Los Angeles Lakers,111
400278426,2013-02-03,Detroit,97,Los Angeles Lakers,98
400278456,2013-02-08,Charlotte,93,Los Angeles Lakers,100
400278473,2013-02-10,Miami,107,Los Angeles Lakers,97
400278493,2013-02-12,Los Angeles Lakers,91,Phoenix,85
400278541,2013-02-22,Los Angeles Lakers,111,Portland,107
400278550,2013-02-24,Dallas,99,Los Angeles Lakers,103
400278561,2013-02-25,Denver,119,Los Angeles Lakers,108
400278583,2013-02-28,Los Angeles Lakers,116,Minnesota,94
400278608,2013-03-03,Los Angeles Lakers,99,Atlanta,98
400278617,2013-03-05,Oklahoma City,122,Los Angeles Lakers,105
400278626,2013-03-06,New Orleans,102,Los Angeles Lakers,108
400278655,2013-03-10,Los Angeles Lakers,90,Chicago,81
400278669,2013-03-12,Orlando,97,Los Angeles Lakers,106
400278680,2013-03-13,Atlanta,96,Los Angeles Lakers,92
400278691,2013-03-15,Indiana,93,Los Angeles Lakers,99
400278712,2013-03-17,Los Angeles Lakers,113,Sacramento,102
400278722,2013-03-18,Phoenix,99,Los Angeles Lakers,76
400278752,2013-03-22,Los Angeles Lakers,100,Washington,103
400278786,2013-03-27,Minnesota,117,Los Angeles Lakers,120
400278791,2013-03-28,Milwaukee,113,Los Angeles Lakers,103
400278813,2013-03-30,Sacramento,98,Los Angeles Lakers,103
400277744,2013-11-02,Phoenix Suns,92,Detroit,89
400277759,2013-11-04,Orlando,115,Phoenix Suns,94
400277764,2013-11-05,Miami,124,Phoenix Suns,99
400277773,2013-11-07,Charlotte,110,Phoenix Suns,117
400277797,2013-11-09,Phoenix Suns,107,Cleveland,105
400277807,2013-11-10,Utah,94,Phoenix Suns,81
400277821,2013-11-12,Phoenix Suns,110,Denver,100
400277836,2013-11-14,Phoenix Suns,106,Chicago,112
400277858,2013-11-17,Phoenix Suns,88,Miami,97
400277888,2013-11-21,Phoenix Suns,114,Portland,87
400277901,2013-11-23,Phoenix Suns,111,New Orleans,108
400277925,2013-11-27,Cleveland,78,Phoenix Suns,91
400277933,2013-11-28,Detroit,117,Phoenix Suns,77
400277975,2013-12-04,Memphis,108,Phoenix Suns,98
400277989,2013-12-06,Phoenix Suns,94,Dallas,97
400278016,2013-12-09,Phoenix Suns,90,Orlando,98
400278040,2013-12-12,Phoenix Suns,82,Memphis,80
400278054,2013-12-14,Phoenix Suns,99,Utah,84
400278075,2013-12-17,Phoenix Suns,101,Sacramento,90
400278093,2013-12-19,Phoenix Suns,121,Charlotte,104
400278117,2013-12-22,Portland,96,Phoenix Suns,93
400278146,2013-12-28,Indiana,97,Phoenix Suns,91
400278164,2013-12-29,Minnesota,111,Phoenix Suns,107
400278176,2013-12-31,Oklahoma City,114,Phoenix Suns,96
400278207,2013-01-04,Phoenix Suns,80,Utah,87
400278222,2013-01-06,Phoenix Suns,81,Memphis,92
400278233,2013-01-08,Milwaukee,108,Phoenix Suns,99
400278266,2013-01-12,Chicago,81,Phoenix Suns,97
400278282,2013-01-14,Phoenix Suns,90,Oklahoma City,102
400278302,2013-01-17,Phoenix Suns,94,Milwaukee,98
400278346,2013-01-23,Sacramento,96,Phoenix Suns,106
400278368,2013-01-26,San Antonio,108,Phoenix Suns,99
400278377,2013-01-27,Dallas,110,Phoenix Suns,95
400278414,2013-02-01,Phoenix Suns,99,Dallas,109
400278437,2013-02-05,Memphis,90,Phoenix Suns,96
400278448,2013-02-06,New Orleans,93,Phoenix Suns,84
400278464,2013-02-08,Oklahoma City,127,Phoenix Suns,96
400278479,2013-02-10,Phoenix Suns,69,Oklahoma City,97
400278517,2013-02-19,Portland,98,Phoenix Suns,102
400278556,2013-02-24,Phoenix Suns,87,San Antonio,97
400278569,2013-02-26,Phoenix Suns,84,Minnesota,83
400278578,2013-02-27,San Antonio,101,Phoenix Suns,105
400278594,2013-03-01,Phoenix Suns,92,Atlanta,87
400278644,2013-03-08,Sacramento,121,Phoenix Suns,112
400278652,2013-03-09,Phoenix Suns,107,Houston,105
400278666,2013-03-11,Phoenix Suns,93,Denver,108
400278681,2013-03-13,Houston,111,Phoenix Suns,81
400278692,2013-03-15,Atlanta,107,Phoenix Suns,94
400278699,2013-03-16,Washington,127,Phoenix Suns,105
400278737,2013-03-20,Phoenix Suns,79,Washington,88
400278751,2013-03-22,Phoenix Suns,86,Minnesota,117
400278788,2013-03-27,Utah,103,Phoenix Suns,88
400278793,2013-03-28,Phoenix Suns,103,Sacramento,117
400278812,2013-03-30,Phoenix Suns,104,Indiana,112
400277727,2013-10-31,Chicago,93,Sacramento Kings,87
400277743,2013-11-02,Minnesota,92,Sacramento Kings,80
400277748,2013-11-03,Indiana,106,Sacramento Kings,98
400277783,2013-11-07,Sacramento Kings,105,Detroit,103
400277798,2013-11-09,Sacramento Kings,86,San Antonio,97
400277827,2013-11-13,Sacramento Kings,86,Portland,103
400277848,2013-11-16,Sacramento Kings,96,Atlanta,112
400277900,2013-11-23,Utah,104,Sacramento Kings,102
400277909,2013-11-24,Sacramento Kings,108,Utah,97
400277927,2013-11-27,Sacramento Kings,89,Minnesota,97
400277951,2013-11-30,Sacramento Kings,92,Indiana,97
400278001,2013-12-07,Sacramento Kings,91,Orlando,82
400278011,2013-12-08,Portland,80,Sacramento Kings,99
400278022,2013-12-10,Dallas,119,Sacramento Kings,96
400278036,2013-12-12,Milwaukee,98,Sacramento Kings,85
400278053,2013-12-14,Oklahoma City,113,Sacramento Kings,103
400278068,2013-12-16,Sacramento Kings,97,Denver,122
400278124,2013-12-23,Sacramento Kings,108,Portland,96
400278142,2013-12-26,Portland,109,Sacramento Kings,91
400278180,2013-01-01,Detroit,103,Sacramento Kings,97
400278186,2013-01-02,Cleveland,94,Sacramento Kings,97
400278229,2013-01-07,Sacramento Kings,81,Memphis,113
400278248,2013-01-10,Sacramento Kings,112,Dallas,117
400278268,2013-01-12,Sacramento Kings,99,Miami,128
400278283,2013-01-14,Sacramento Kings,124,Cleveland,118
400278297,2013-01-16,Sacramento Kings,95,Washington,94
400278309,2013-01-18,Memphis,85,Sacramento Kings,69
400278313,2013-01-19,Charlotte,93,Sacramento Kings,97
400278326,2013-01-21,New Orleans,114,Sacramento Kings,105
400278360,2013-01-25,Sacramento Kings,95,Oklahoma City,105
400278369,2013-01-26,Denver,121,Sacramento Kings,93
400278381,2013-01-28,Washington,94,Sacramento Kings,96
400278434,2013-02-04,Utah,98,Sacramento Kings,91
400278471,2013-02-09,Sacramento Kings,120,Utah,109
400278480,2013-02-10,Sacramento Kings,117,Houston,111
400278491,2013-02-12,Memphis,108,Sacramento Kings,101
400278505,2013-02-13,Dallas,123,Sacramento Kings,100
400278516,2013-02-19,Sacramento Kings,102,San Antonio,108
400278536,2013-02-22,Atlanta,122,Sacramento Kings,108
400278554,2013-02-24,New Orleans,110,Sacramento Kings,95
400278565,2013-02-26,Miami,141,Sacramento Kings,129
400278571,2013-02-27,Orlando,101,Sacramento Kings,125
400278592,2013-03-01,San Antonio,130,Sacramento Kings,102
400278604,2013-03-03,Sacramento Kings,119,Charlotte,83
400278618,2013-03-05,Sacramento Kings,113,Denver,120
400278661,2013-03-10,Sacramento Kings,113,Milwaukee,115
400278683,2013-03-13,Sacramento Kings,121,Chicago,79
400278741,2013-03-21,Sacramento Kings,101,Minnesota,98
400278757,2013-03-23,Denver,101,Sacramento Kings,95
400277739,2013-11-02,Cleveland,86,Chicago Bulls,115
400277751,2013-11-03,Chicago Bulls,82,New Orleans,89
400277770,2013-11-06,Chicago Bulls,99,Orlando,93
400277786,2013-11-08,Chicago Bulls,91,Oklahoma City,97
400277804,2013-11-10,Chicago Bulls,87,Minnesota,80
400277865,2013-11-18,Portland,102,Chicago Bulls,94
400277885,2013-11-21,Houston,93,Chicago Bulls,89
400277908,2013-11-24,Milwaukee,86,Chicago Bulls,93
400277919,2013-11-26,Chicago Bulls,92,Milwaukee,93
400277934,2013-11-28,Chicago Bulls,101,Dallas,78
400277974,2013-12-04,Chicago Bulls,76,Indiana,80
400277982,2013-12-05,Cleveland,85,Chicago Bulls,95
400277994,2013-12-07,Detroit,104,Chicago Bulls,108
400278073,2013-12-17,Memphis,80,Chicago Bulls,71
400278111,2013-12-22,Atlanta,92,Chicago Bulls,75
400278128,2013-12-25,Chicago Bulls,97,Houston,120
400278161,2013-12-29,Chicago Bulls,87,Washington,77
400278173,2013-12-31,Chicago Bulls,81,Charlotte,91
400278185,2013-01-02,Orlando,94,Chicago Bulls,96
400278201,2013-01-04,Miami,89,Chicago Bulls,96
400278226,2013-01-07,Chicago Bulls,118,Cleveland,92
400278240,2013-01-09,Chicago Bulls,96,Milwaukee,104
400278278,2013-01-14,Chicago Bulls,97,Atlanta,58
400278315,2013-01-19,Chicago Bulls,82,Memphis,85
400278340,2013-01-23,Chicago Bulls,85,Detroit,82
400278364,2013-01-26,Washington,86,Chicago Bulls,73
400278383,2013-01-28,Chicago Bulls,93,Charlotte,85
400278396,2013-01-30,Milwaukee,88,Chicago Bulls,104
400278416,2013-02-02,Atlanta,76,Chicago Bulls,93
400440940,2013-02-04,Indiana,111,Chicago Bulls,101
400278454,2013-02-07,Denver,128,Chicago Bulls,96
400278466,2013-02-08,Utah,89,Chicago Bulls,93
400278486,2013-02-11,Chicago Bulls,89,San Antonio,103
400278513,2013-02-19,New Orleans,87,Chicago Bulls,96
400278529,2013-02-21,Chicago Bulls,67,Miami,86
400278533,2013-02-22,Charlotte,75,Chicago Bulls,105
400278558,2013-02-24,Oklahoma City,102,Chicago Bulls,72
400278566,2013-02-26,Chicago Bulls,98,Cleveland,101
400278607,2013-03-03,Indiana,97,Chicago Bulls,92
400278629,2013-03-06,San Antonio,101,Chicago Bulls,83
400278642,2013-03-08,Chicago Bulls,89,Utah,88
400278719,2013-03-18,Chicago Bulls,118,Denver,119
400278739,2013-03-21,Chicago Bulls,89,Portland,99
400278755,2013-03-23,Chicago Bulls,87,Indiana,84
400278764,2013-03-24,Minnesota,97,Chicago Bulls,104
400278782,2013-03-27,Chicago Bulls,101,Miami,97
400278805,2013-03-30,Dallas,100,Chicago Bulls,98
400278817,2013-03-31,Chicago Bulls,95,Detroit,94
400277721,2013-10-30,Cleveland Cavaliers,94,Washington,84
400277753,2013-11-03,Milwaukee,105,Cleveland Cavaliers,102
400277813,2013-11-11,Oklahoma City,106,Cleveland Cavaliers,91
400277855,2013-11-17,Cleveland Cavaliers,95,Dallas,103
400277892,2013-11-23,Orlando,108,Cleveland Cavaliers,104
400277906,2013-11-24,Miami,110,Cleveland Cavaliers,108
400277920,2013-11-26,Memphis,84,Cleveland Cavaliers,78
400277947,2013-11-30,Atlanta,111,Cleveland Cavaliers,113
400277954,2013-12-01,Cleveland Cavaliers,117,Portland,118
400277966,2013-12-03,Detroit,89,Cleveland Cavaliers,79
400277996,2013-12-07,Minnesota,91,Cleveland Cavaliers,73
400278007,2013-12-08,Cleveland Cavaliers,97,Detroit,104
400278031,2013-12-12,Indiana,96,Cleveland Cavaliers,81
400278049,2013-12-14,Cleveland Cavaliers,86,Milwaukee,90
400278105,2013-12-21,Cleveland Cavaliers,89,Indiana,99
400278115,2013-12-22,Milwaukee,82,Cleveland Cavaliers,94
400278130,2013-12-26,Washington,84,Cleveland Cavaliers,87
400278149,2013-12-28,Cleveland Cavaliers,94,Atlanta,102
400278200,2013-01-04,Charlotte,104,Cleveland Cavaliers,106
400278213,2013-01-05,Cleveland Cavaliers,104,Houston,112
400278238,2013-01-09,Cleveland Cavaliers,99,Atlanta,83
400278258,2013-01-11,Denver,98,Cleveland Cavaliers,91
400278298,2013-01-16,Portland,88,Cleveland Cavaliers,93
400278318,2013-01-19,Utah,109,Cleveland Cavaliers,98
400278355,2013-01-25,Cleveland Cavaliers,113,Milwaukee,108
400278410,2013-02-01,Detroit,117,Cleveland Cavaliers,99
400278418,2013-02-02,Cleveland Cavaliers,115,Oklahoma City,110
400278444,2013-02-06,Cleveland Cavaliers,122,Charlotte,95
400278460,2013-02-08,Cleveland Cavaliers,119,Orlando,108
400278467,2013-02-09,Cleveland Cavaliers,103,Denver,111
400278483,2013-02-11,Cleveland Cavaliers,92,Minnesota,100
400278496,2013-02-13,Cleveland Cavaliers,95,San Antonio,96
400278520,2013-02-20,Cleveland Cavaliers,105,New Orleans,100
400278545,2013-02-23,Orlando,94,Cleveland Cavaliers,118
400278553,2013-02-24,Miami,109,Cleveland Cavaliers,105
400278620,2013-03-06,Cleveland Cavaliers,104,Utah,101
400278640,2013-03-08,Cleveland Cavaliers,92,Memphis,103
400278670,2013-03-12,Cleveland Cavaliers,95,Washington,90
400278696,2013-03-15,Dallas,96,Cleveland Cavaliers,86
400278702,2013-03-16,San Antonio,119,Cleveland Cavaliers,113
400278715,2013-03-18,Cleveland Cavaliers,90,Indiana,111
400278729,2013-03-20,Cleveland Cavaliers,95,Miami,98
400278748,2013-03-22,Houston,116,Cleveland Cavaliers,78
400278816,2013-03-31,New Orleans,112,Cleveland Cavaliers,92
400277726,2013-10-31,Detroit Pistons,96,Houston,105
400277772,2013-11-06,Denver,109,Detroit Pistons,97
400277795,2013-11-09,Oklahoma City,105,Detroit Pistons,94
400277805,2013-11-10,Houston,96,Detroit Pistons,82
400277817,2013-11-12,Detroit Pistons,90,Oklahoma City,92
400277843,2013-11-16,Detroit Pistons,106,Orlando,110
400277878,2013-11-21,Orlando,90,Detroit Pistons,74
400277918,2013-11-26,Detroit Pistons,108,Portland,101
400277948,2013-11-30,Memphis,90,Detroit Pistons,78
400277960,2013-12-01,Dallas,92,Detroit Pistons,77
400278026,2013-12-11,Detroit Pistons,94,Denver,101
400278060,2013-12-15,Detroit Pistons,77,Indiana,88
400278104,2013-12-21,Detroit Pistons,100,Washington,68
400278110,2013-12-22,Washington,87,Detroit Pistons,96
400278134,2013-12-26,Atlanta,126,Detroit Pistons,119
400278148,2013-12-28,Detroit Pistons,109,Miami,99
400278168,2013-12-30,Detroit Pistons,96,Milwaukee,94
400278202,2013-01-04,Detroit Pistons,85,Atlanta,84
400278221,2013-01-06,Detroit Pistons,101,Charlotte,108
400278257,2013-01-11,Milwaukee,87,Detroit Pistons,103
400278265,2013-01-12,Detroit Pistons,87,Utah,90
400278335,2013-01-22,Detroit Pistons,105,Orlando,90
400278354,2013-01-25,Miami,110,Detroit Pistons,88
400278374,2013-01-27,Orlando,102,Detroit Pistons,104
400278387,2013-01-29,Detroit Pistons,90,Milwaukee,117
400278391,2013-01-30,Indiana,98,Detroit Pistons,79
400278459,2013-02-08,Detroit Pistons,119,San Antonio,109
400278469,2013-02-09,Milwaukee,100,Detroit Pistons,105
400278485,2013-02-11,Detroit Pistons,86,New Orleans,105
400278501,2013-02-13,Detroit Pistons,96,Washington,85
400278512,2013-02-19,Detroit Pistons,91,Memphis,105
400278519,2013-02-20,Charlotte,99,Detroit Pistons,105
400278534,2013-02-22,Indiana,114,Detroit Pistons,82
400278547,2013-02-23,Detroit Pistons,72,Indiana,90
400278560,2013-02-25,Detroit Pistons,103,Atlanta,114
400278574,2013-02-27,Washington,95,Detroit Pistons,96
400278591,2013-03-01,New Orleans,100,Detroit Pistons,95
400278606,2013-03-03,San Antonio,114,Detroit Pistons,75
400278639,2013-03-08,Detroit Pistons,99,Dallas,102
400278665,2013-03-11,Utah,103,Detroit Pistons,90
400278704,2013-03-16,Portland,112,Detroit Pistons,101
400278746,2013-03-22,Miami,103,Detroit Pistons,89
400278753,2013-03-23,Charlotte,91,Detroit Pistons,92
400278775,2013-03-26,Detroit Pistons,82,Minnesota,105
400277735,2013-11-02,Charlotte,90,Indiana Pacers,89
400277767,2013-11-05,San Antonio,101,Indiana Pacers,79
400277775,2013-11-07,Atlanta,89,Indiana Pacers,86
400277796,2013-11-09,Minnesota,96,Indiana Pacers,94
400277802,2013-11-10,Indiana Pacers,89,Washington,85
400277831,2013-11-14,Milwaukee,99,Indiana Pacers,85
400277844,2013-11-16,Indiana Pacers,103,Dallas,83
400277867,2013-11-19,Washington,89,Indiana Pacers,96
400277880,2013-11-21,Indiana Pacers,115,New Orleans,107
400277896,2013-11-23,Indiana Pacers,97,San Antonio,104
400277978,2013-12-05,Indiana Pacers,99,Portland,92
400277991,2013-12-07,Indiana Pacers,89,Denver,92
400278014,2013-12-09,Oklahoma City,104,Indiana Pacers,93
400278081,2013-12-18,Milwaukee,98,Indiana Pacers,93
400278089,2013-12-19,Indiana Pacers,104,Utah,84
400278113,2013-12-22,New Orleans,75,Indiana Pacers,81
400278158,2013-12-29,Atlanta,109,Indiana Pacers,100
400278172,2013-12-31,Indiana Pacers,88,Memphis,83
400278187,2013-01-02,Indiana Pacers,89,Washington,81
400278211,2013-01-05,Indiana Pacers,95,Milwaukee,80
400278232,2013-01-08,Indiana Pacers,87,Miami,77
400278263,2013-01-12,Indiana Pacers,96,Charlotte,88
400278285,2013-01-15,Charlotte,76,Indiana Pacers,103
400278291,2013-01-16,Orlando,97,Indiana Pacers,86
400278307,2013-01-18,Indiana Pacers,105,Houston,95
400278325,2013-01-21,Memphis,81,Indiana Pacers,82
400278347,2013-01-23,Portland,100,Indiana Pacers,80
400278370,2013-01-26,Utah,114,Indiana Pacers,110
400278384,2013-01-28,Denver,102,Indiana Pacers,101
400278405,2013-02-01,Indiana Pacers,102,Miami,89
400278435,2013-02-05,Indiana Pacers,114,Atlanta,103
400278497,2013-02-13,Indiana Pacers,101,Charlotte,77
400278636,2013-03-08,Orlando,86,Indiana Pacers,115
400278658,2013-03-10,Miami,105,Indiana Pacers,91
400278678,2013-03-13,Indiana Pacers,107,Minnesota,91
400278724,2013-03-19,Indiana Pacers,95,Orlando,73
400278744,2013-03-22,Indiana Pacers,102,Milwaukee,78
400278770,2013-03-25,Indiana Pacers,100,Atlanta,94
400278784,2013-03-27,Houston,91,Indiana Pacers,100
400278792,2013-03-28,Dallas,78,Indiana Pacers,103
400277777,2013-11-07,Milwaukee Bucks,90,Memphis,108
400277788,2013-11-09,Washington,91,Milwaukee Bucks,101
400277856,2013-11-17,Milwaukee Bucks,117,New Orleans,113
400277868,2013-11-19,Charlotte,102,Milwaukee Bucks,98
400277883,2013-11-21,Miami,113,Milwaukee Bucks,106
400277950,2013-11-30,Minnesota,95,Milwaukee Bucks,85
400277967,2013-12-03,New Orleans,102,Milwaukee Bucks,81
400277984,2013-12-05,San Antonio,110,Milwaukee Bucks,99
400277997,2013-12-07,Milwaukee Bucks,108,Charlotte,93
400278094,2013-12-19,Memphis,90,Milwaukee Bucks,80
400278165,2013-12-29,Milwaukee Bucks,104,Miami,85
400278190,2013-01-02,Milwaukee Bucks,110,San Antonio,117
400278206,2013-01-04,Milwaukee Bucks,101,Houston,115
400278319,2013-01-19,Portland,104,Milwaukee Bucks,110
400278421,2013-02-02,Milwaukee Bucks,107,Orlando,98
400278439,2013-02-05,Denver,112,Milwaukee Bucks,104
400278452,2013-02-06,Utah,100,Milwaukee Bucks,86
400278487,2013-02-11,Milwaukee Bucks,90,Washington,102
400278548,2013-02-23,Milwaukee Bucks,102,Atlanta,103
400278568,2013-02-26,Dallas,90,Milwaukee Bucks,95
400278576,2013-02-27,Houston,107,Milwaukee Bucks,110
400278610,2013-03-04,Milwaukee Bucks,109,Utah,108
400278673,2013-03-12,Milwaukee Bucks,108,Dallas,115
400278677,2013-03-13,Washington,106,Milwaukee Bucks,93
400278695,2013-03-15,Milwaukee Bucks,94,Miami,107
400278706,2013-03-17,Milwaukee Bucks,115,Orlando,109
400278725,2013-03-19,Milwaukee Bucks,102,Portland,95
400278731,2013-03-20,Atlanta,98,Milwaukee Bucks,90
400278760,2013-03-24,Milwaukee Bucks,99,Atlanta,104
400278810,2013-03-30,Milwaukee Bucks,99,Oklahoma City,109
400277729,2013-10-31,Utah,113,Dallas Mavericks,94
400277754,2013-11-03,Dallas Mavericks,126,Charlotte,99
400277766,2013-11-05,Dallas Mavericks,114,Portland,91
400277803,2013-11-10,Charlotte,101,Dallas Mavericks,97
400277820,2013-11-12,Dallas Mavericks,82,Minnesota,90
400277835,2013-11-14,Dallas Mavericks,107,Washington,101
400278010,2013-12-08,Houston,109,Dallas Mavericks,116
400278062,2013-12-15,Minnesota,114,Dallas Mavericks,106
400278098,2013-12-20,Dallas Mavericks,95,Miami,110
400278106,2013-12-21,Memphis,92,Dallas Mavericks,82
400278122,2013-12-23,San Antonio,129,Dallas Mavericks,91
400278143,2013-12-27,Oklahoma City,111,Dallas Mavericks,105
400278151,2013-12-28,Dallas Mavericks,85,Denver,106
400278169,2013-12-30,Dallas Mavericks,86,San Antonio,111
400278178,2013-01-01,Washington,94,Dallas Mavericks,103
400278189,2013-01-02,Miami,119,Dallas Mavericks,109
400278215,2013-01-05,Dallas Mavericks,96,New Orleans,99
400278228,2013-01-07,Utah,100,Dallas Mavericks,94
400278267,2013-01-12,Dallas Mavericks,104,Memphis,83
400278280,2013-01-14,Dallas Mavericks,113,Minnesota,98
400278295,2013-01-16,Dallas Mavericks,105,Houston,100
400278312,2013-01-18,Dallas Mavericks,114,Oklahoma City,117
400278322,2013-01-20,Orlando,105,Dallas Mavericks,111
400278359,2013-01-25,Dallas Mavericks,107,San Antonio,113
400278388,2013-01-29,Portland,106,Dallas Mavericks,104
400278432,2013-02-04,Oklahoma City,112,Dallas Mavericks,91
400278450,2013-02-06,Dallas Mavericks,105,Portland,99
400278488,2013-02-11,Dallas Mavericks,101,Atlanta,105
400278526,2013-02-20,Dallas Mavericks,111,Orlando,96
400278538,2013-02-22,New Orleans,100,Dallas Mavericks,104
400278575,2013-02-27,Memphis,90,Dallas Mavericks,84
400278605,2013-03-03,Houston,136,Dallas Mavericks,103
400278628,2013-03-06,Dallas Mavericks,112,Houston,108
400278660,2013-03-10,Minnesota,77,Dallas Mavericks,100
400278687,2013-03-14,San Antonio,92,Dallas Mavericks,91
400278710,2013-03-17,Dallas Mavericks,101,Oklahoma City,107
400278716,2013-03-18,Atlanta,113,Dallas Mavericks,127
400278765,2013-03-24,Dallas Mavericks,113,Utah,108
400277738,2013-11-02,Atlanta,102,Houston Rockets,109
400277752,2013-11-03,Houston Rockets,85,Portland,95
400277779,2013-11-07,Houston Rockets,87,Denver,93
400277793,2013-11-09,Memphis,93,Houston Rockets,85
400277819,2013-11-12,Houston Rockets,110,Miami,113
400277832,2013-11-14,Houston Rockets,100,New Orleans,96
400277849,2013-11-16,Portland,119,Houston Rockets,117
400277873,2013-11-19,Utah,102,Houston Rockets,91
400277938,2013-11-28,Oklahoma City,120,Houston Rockets,98
400277957,2013-12-01,Houston Rockets,124,Utah,116
400277998,2013-12-07,San Antonio,114,Houston Rockets,92
400278021,2013-12-10,Houston Rockets,126,San Antonio,134
400278037,2013-12-12,Houston Rockets,99,Washington,93
400278114,2013-12-22,Houston Rockets,121,Memphis,96
400278137,2013-12-26,Minnesota,84,Houston Rockets,87
400278152,2013-12-28,San Antonio,122,Houston Rockets,116
400278163,2013-12-29,Houston Rockets,94,Oklahoma City,124
400278175,2013-12-31,Houston Rockets,123,Atlanta,104
400278191,2013-01-02,Houston Rockets,104,New Orleans,92
400278241,2013-01-09,New Orleans,88,Houston Rockets,79
400278317,2013-01-19,Minnesota,92,Houston Rockets,79
400278327,2013-01-21,Charlotte,94,Houston Rockets,100
400278342,2013-01-23,Houston Rockets,95,Denver,105
400278358,2013-01-25,New Orleans,82,Houston Rockets,100
400278385,2013-01-28,Utah,80,Houston Rockets,125
400278399,2013-01-30,Denver,118,Houston Rockets,110
400278419,2013-02-02,Houston Rockets,109,Charlotte,95
400278446,2013-02-06,Miami,114,Houston Rockets,108
400278463,2013-02-08,Houston Rockets,118,Portland,103
400278524,2013-02-20,Houston Rockets,122,Oklahoma City,119
400278543,2013-02-23,Washington,105,Houston Rockets,103
400278586,2013-03-01,Orlando,110,Houston Rockets,118
400278693,2013-03-15,Houston Rockets,108,Minnesota,100
400278734,2013-03-20,Houston Rockets,100,Utah,93
400278762,2013-03-24,Houston Rockets,96,San Antonio,95
400278799,2013-03-29,Memphis,103,Houston Rockets,94
400277765,2013-11-05,Memphis Grizzlies,103,Utah,94
400277812,2013-11-11,Memphis Grizzlies,104,Miami,86
400277833,2013-11-14,Oklahoma City,97,Memphis Grizzlies,107
400277854,2013-11-17,Charlotte,87,Memphis Grizzlies,94
400277870,2013-11-19,Memphis Grizzlies,92,Denver,97
400277959,2013-12-01,San Antonio,99,Memphis Grizzlies,95
400277995,2013-12-07,New Orleans,89,Memphis Grizzlies,96
400278009,2013-12-08,Memphis Grizzlies,83,Atlanta,93
400278055,2013-12-14,Denver,99,Memphis Grizzlies,94
400278065,2013-12-15,Utah,86,Memphis Grizzlies,99
400278162,2013-12-29,Memphis Grizzlies,81,Denver,72
400278204,2013-01-04,Memphis Grizzlies,84,Portland,86
400278255,2013-01-11,Memphis Grizzlies,101,San Antonio,98
400278296,2013-01-16,San Antonio,103,Memphis Grizzlies,82
400278375,2013-01-27,Memphis Grizzlies,83,New Orleans,91
400278402,2013-01-31,Oklahoma City,106,Memphis Grizzlies,89
400278411,2013-02-01,Memphis Grizzlies,85,Washington,76
400278445,2013-02-06,Atlanta,103,Memphis Grizzlies,92
400278477,2013-02-10,Memphis Grizzlies,105,Minnesota,88
400278537,2013-02-22,Memphis Grizzlies,88,Orlando,82
400278588,2013-03-01,Miami,98,Memphis Grizzlies,91
400278603,2013-03-03,Orlando,82,Memphis Grizzlies,108
400278625,2013-03-06,Memphis Grizzlies,91,Portland,85
400278650,2013-03-09,Memphis Grizzlies,96,New Orleans,85
400278675,2013-03-12,Portland,97,Memphis Grizzlies,102
400278697,2013-03-15,Denver,87,Memphis Grizzlies,80
400278703,2013-03-16,Utah,90,Memphis Grizzlies,84
400278720,2013-03-18,Memphis Grizzlies,92,Minnesota,77
400278732,2013-03-20,Memphis Grizzlies,90,Oklahoma City,89
400278747,2013-03-22,New Orleans,90,Memphis Grizzlies,83
400278768,2013-03-25,Washington,107,Memphis Grizzlies,94
400278809,2013-03-30,Minnesota,86,Memphis Grizzlies,99
400277728,2013-10-31,New Orleans Hornets,95,San Antonio,99
400277741,2013-11-02,New Orleans Hornets,88,Utah,86
400277794,2013-11-09,New Orleans Hornets,107,Charlotte,99
400277845,2013-11-16,New Orleans Hornets,95,Oklahoma City,110
400277916,2013-11-25,Denver,102,New Orleans Hornets,84
400277937,2013-11-28,New Orleans Hornets,84,Utah,96
400277956,2013-12-01,New Orleans Hornets,79,Oklahoma City,100
400278006,2013-12-08,Miami,106,New Orleans Hornets,90
